종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"108675","LX하우시스우","19070","-100","-0.52","19170","19330","19000","2823","53911280","19686533100","1032330"
"383800","LX홀딩스","9730","-220","-2.21","9960","9980","9730","459435","4535222435","742211113700","76280690"
"38380K","LX홀딩스1우","9400","30","0.32","9440","9440","9340","3445","32356750","13773679000","1465285"
"023150","MH에탄올","5440","30","0.55","5410","5450","5390","2826","15356945","40139181440","7378526"
"035420","NAVER","253000","-6500","-2.50","261000","261500","253000","1249355","318883578057","40084563024000","158437008"
"181710","NHN","30700","1500","5.14","29950","31550","29650","372574","11417259000","1036619976100","33766123"
"400760","NH올원리츠","3390","-195","-5.44","3440","3440","3345","717153","2429490312","148373140320","43767888"
"005940","NH투자증권","22650","350","1.57","22650","23000","22300","1007812","22953861300","7340554808250","324086305"
"005945","NH투자증권우","19750","450","2.33","19450","19820","19410","95289","1876371435","372701618000","18870968"
"338100","NH프라임리츠","4760","20","0.42","4750","4775","4720","67262","319630040","88821600000","18660000"
"034310","NICE","13890","-40","-0.29","13930","13950","13690","40058","553232075","515714059380","37128442"
"030190","NICE평가정보","17220","130","0.76","17090","17400","17010","118954","2053618020","1024703531460","59506593"
"008260","NI스틸","3845","0","0.00","3880","3885","3840","48680","187726595","109967449865","28600117"
"004250","NPC","4575","5","0.11","4540","4600","4540","21098","96319155","167994000000","36720000"
"004255","NPC우","2770","55","2.03","2730","2780","2675","39908","109313290","14625600000","5280000"
"456040","OCI","58200","1400","2.46","57400","59000","57200","109801","6399056400","521035209000","8952495"
"010060","OCI홀딩스","94000","10000","11.90","86900","96000","86800","743879","69180037050","1768602198000","18814917"
"178920","PI첨단소재","18730","240","1.30","18630","19420","18500","168699","3200004510","550031211060","29366322"
"001340","PKC","6150","100","1.65","6080","6220","6060","97440","598653705","276248203050","44918407"
"005490","POSCO홀딩스","321000","6500","2.07","318000","330000","316000","638710","206194117250","25979477592000","80932952"
"010950","S-Oil","63500","-900","-1.40","64000","64000","62900","229585","14560818850","7149007292000","112582792"
"010955","S-Oil우","41250","-400","-0.96","41650","41650","41050","6925","285686500","165904488750","4021927"
"034120","SBS","22800","200","0.88","22900","22950","22500","60429","1371760700","422968226400","18551238"
"003080","SB성보","2825","20","0.71","2805","2830","2800","23325","65761289","56556500000","20020000"
"005090","SGC에너지","26300","150","0.57","26400","26400","26100","25200","662550350","378965457900","14409333"
"001380","SG글로벌","1755","-1","-0.06","1756","1774","1737","262732","461270591","78912070965","44964143"
"004060","SG세계물산","350","2","0.57","348","352","346","457142","159474772","70848736000","202424960"
"001770","SHD","19380","-30","-0.15","19410","19600","19180","1830","35472650","23544335640","1214878"
"002360","SH에너지화학","472","-7","-1.46","479","482","467","287988","136412121","52455120560","111133730"
"009160","SIMPAC","5200","-10","-0.19","5230","5240","5150","96970","502077255","340233483200","65429516"
"033530","SJG세종","4750","0","0.00","4760","4800","4725","46117","219464189","132149564750","27820961"
"123700","SJM","3660","40","1.10","3620","3730","3620","114412","419852062","57113926680","15604898"
"025530","SJM홀딩스","3810","30","0.79","3790","3870","3765","25486","96826050","56898570480","14934008"
"034730","SK","219500","-10500","-4.57","230500","231500","218500","329185","73635638500","15914343308500","72502703"
"011790","SKC","103700","-2300","-2.17","104600","105800","103200","165802","17283415150","3926942502600","37868298"
"018670","SK가스","290000","3500","1.22","286500","295000","285000","13900","4032798750","2681120760000","9245244"
"001740","SK네트웍스","4780","25","0.53","4790","4805","4745","306935","1464414483","1057708371560","221277902"
"006120","SK디스커버리","62200","-1800","-2.81","64500","64800","62000","26619","1674495500","1141236581000","18347855"
"006125","SK디스커버리우","45250","-100","-0.22","45600","45850","44750","3835","173313200","59388588750","1312455"
"210980","SK디앤디","10780","50","0.47","10710","10830","10600","71669","769770625","200695377960","18617382"
"395400","SK리츠","4805","5","0.10","4805","4810","4735","263596","1257458163","1327087059070","276188774"
"302440","SK바이오사이언스","48150","-200","-0.41","48450","49350","48000","79226","3831108025","3773474331750","78369145"
"326030","SK바이오팜","98300","-700","-0.71","100200","100200","97900","228098","22503591700","7698192475000","78313250"
"402340","SK스퀘어","174000","-9600","-5.23","180000","189900","173700","3230160","562053052100","23062109292000","132540858"
"361610","SK아이이테크놀로지","28450","-300","-1.04","28750","29200","28150","175610","5021047825","2028416492400","71297592"
"100090","SK오션플랜트","20850","350","1.71","20750","21350","20550","654759","13713655875","1254760005600","60180336"
"03473K","SK우","176200","-4400","-2.44","180400","182500","175100","5275","935248650","99752987000","566135"
"096770","SK이노베이션","116100","-4900","-4.05","119000","119000","116100","502833","58881227350","17535137493600","151034776"
"096775","SK이노베이션우","76900","-1400","-1.79","78300","78900","75900","13577","1038926500","96003959400","1248426"
"475150","SK이터닉스","22800","150","0.66","23600","23600","22750","928946","21494649550","769592157600","33754042"
"001510","SK증권","774","22","2.93","758","790","754","19154121","14774228731","365784792354","472590171"
"001515","SK증권우","2355","30","1.29","2335","2365","2315","15431","36233775","9213970470","3912514"
"285130","SK케미칼","72800","-100","-0.14","72500","73700","71700","41362","2996389400","1256075402400","17253783"
"28513K","SK케미칼우","29400","200","0.68","29400","29900","29150","10806","318310100","62193612600","2115429"
"017670","SK텔레콤","55700","400","0.72","55500","56000","55400","786726","43759518000","11963805952100","214790053"
"000660","SK하이닉스","294500","-2500","-0.84","299500","306500","292000","3732533","1112891966454","214396696492500","728002365"
"003570","SNT다이내믹스","54100","-1400","-2.52","55100","55100","53100","69759","3784916950","1798970907700","33252697"
"064960","SNT모티브","33850","-550","-1.60","34400","34900","33700","35201","1201343925","898388207200","26540272"
"100840","SNT에너지","35800","-250","-0.69","36850","36850","34950","199793","7135221825","740372031400","20680783"
"036530","SNT홀딩스","58700","-1800","-2.98","60500","61300","58000","15773","935184150","957038108200","16303886"
"005610","SPC삼립","57300","400","0.70","56900","57500","56600","8003","456901700","494442215700","8629009"
"011810","STX","3530","0","0.00","0","0","0","0","0","109493282310","31017927"
"465770","STX그린로지스","8190","-40","-0.49","8230","8320","8140","69585","572512340","58730752080","7171032"
"077970","STX엔진","20350","-300","-1.45","20850","20850","20300","157043","3209935500","817013082050","40148063"
"002820","SUN&L","2870","5","0.17","3040","3040","2835","12823","36785210","36184928430","12607989"
"084870","TBH글로벌","1380","23","1.69","1344","1380","1337","50155","68183375","28782410220","20856819"
"002710","TCC스틸","17600","660","3.90","17010","17770","16980","198880","3487351100","461361067200","26213697"
"069260","TKG휴켐스","17540","110","0.63","17440","17660","17440","55833","978680360","717010433520","40878588"
"007980","TP","1518","2","0.13","1522","1528","1509","116544","176773933","77683847340","51175130"
"002900","TYM","5300","50","0.95","5280","5340","5240","182981","968793700","238770066800","45050956"
"024070","WISCOM","2050","30","1.49","2080","2080","2015","9180","18777885","31419197900","15326438"
"037270","YG PLUS","9350","-790","-7.79","9940","9990","9310","2572938","24684915390","593064983500","63429410"
"139130","iM금융지주","14980","-20","-0.13","15010","15120","14570","1143059","17006347975","2492564638340","166392833"
"000500","가온전선","64300","-1400","-2.13","65500","65900","64000","29245","1893176400","1063722294500","16543115"
"000860","강남제비스코","13090","80","0.61","13050","13210","12960","30828","403010190","170170000000","13000000"
"035250","강원랜드","20450","150","0.74","20350","20500","20050","444848","9063051925","4375083225000","213940500"
"011420","갤럭시아에스엠","2480","-25","-1.00","2515","2545","2460","208033","516970395","68323117120","27549644"
"002100","경농","10070","20","0.20","10050","10110","10000","30489","306601460","196592330250","19522575"
"009450","경동나비엔","73900","1000","1.37","72700","74400","72600","32049","2364394350","1076618948800","14568592"
"267290","경동도시가스","22550","200","0.89","22400","22700","22050","28953","653462625","132941405300","5895406"
"012320","경동인베스트","67800","-1200","-1.74","69100","70300","67700","10339","708405750","160348559400","2365023"
"000050","경방","8150","-40","-0.49","8220","8300","8120","77947","638558430","223434450500","27415270"
"214390","경보제약","5100","20","0.39","5180","5180","5040","26880","136500170","121924986000","23906860"
"012610","경인양행","3395","20","0.59","3375","3400","3370","29093","98404005","141287559175","41616365"
"009140","경인전자","21400","1250","6.20","20300","21450","20100","23331","488407950","33615055800","1570797"
"013580","계룡건설","20500","-400","-1.91","20850","21050","20400","59923","1236562150","183083593500","8930907"
"012200","계양전기","1452","2","0.14","1451","1459","1446","37437","54307611","39527547708","27222829"
"012205","계양전기우","3570","65","1.85","3570","3590","3570","727","2595935","4173612030","1169079"
"002140","고려산업","2945","-15","-0.51","2945","2960","2915","110740","324635210","73446606625","24939425"
"010130","고려아연","854000","5000","0.59","845000","866000","843000","10727","9163433500","17099875142000","20023273"
"002240","고려제강","18830","0","0.00","18830","18970","18690","20409","383942970","508410000000","27000000"
"009290","광동제약","6510","130","2.04","6390","6900","6390","433830","2876134825","341259740010","52420851"
"017040","광명전기","1693","55","3.36","1638","1693","1618","910970","1514805605","73370582195","43337615"
"017900","광전자","2000","-5","-0.25","2010","2030","1998","42296","84695766","115887526000","57943763"
"037710","광주신세계","34250","1550","4.74","32800","34800","32750","84952","2906544650","272533757500","7957190"
"030610","교보증권","10280","390","3.94","10050","10370","9920","675161","6873691135","1171539239080","113962961"
"339770","교촌에프앤비","6020","-50","-0.82","6070","6070","5900","192448","1154045460","300789781600","49965080"
"007690","국도화학","37850","0","0.00","37850","38200","37300","8354","315632325","350522491200","9260832"
"001140","국보","2110","0","0.00","0","0","0","0","0","33456978680","15856388"
"002720","국제약품","4955","10","0.20","4945","5000","4930","182576","907673868","104846967560","21159832"
"083420","그린케미칼","8190","270","3.41","8970","9230","8170","1909581","16764048420","196560000000","24000000"
"014530","극동유화","3655","20","0.55","3630","3680","3615","312258","1139476141","127447730100","34869420"
"014280","금강공업","4815","-35","-0.72","4850","4870","4805","49220","238048705","141220853955","29329357"
"014285","금강공업우","7150","-50","-0.69","7130","7150","7130","137","977030","4217606250","589875"
"008870","금비","60200","-300","-0.50","60300","61000","59900","1144","68984000","60200000000","1000000"
"001570","금양","9900","0","0.00","0","0","0","0","0","633275240400","63967196"
"002990","금호건설","3600","-10","-0.28","3610","3670","3570","72190","260423935","133188336000","36996760"
"002995","금호건설우","12030","-220","-1.80","12300","12300","12020","1053","12725340","3515959980","292266"
"011780","금호석유화학","125700","3100","2.53","122300","126800","122300","222721","27979500450","3325970085900","26459587"
"011785","금호석유화학우","65600","2700","4.29","63100","66200","62900","33308","2165066350","198340681600","3023486"
"214330","금호에이치티","684","-32","-4.47","717","722","671","1812928","1249330567","146317265604","213914131"
"001210","금호전기","1090","-1","-0.09","1077","1097","1050","77233","83068507","67093856730","61553997"
"073240","금호타이어","4975","5","0.10","4950","5020","4925","434337","2162350056","1429119927825","287260287"
"092440","기신정기","2600","5","0.19","2595","2615","2540","77850","200730625","75920000000","29200000"
"000270","기아","100800","700","0.70","100100","102100","99800","1087429","110049024950","40085401305600","397672632"
"024110","기업은행","21000","750","3.70","20300","21150","20300","1575768","32913995200","16745943249000","797425869"
"013700","까뮤이앤씨","1129","6","0.53","1123","1137","1115","50060","56533321","67458687070","59750830"
"004540","깨끗한나라","2230","40","1.83","2210","2245","2180","190462","423451155","83046745390","37240693"
"004545","깨끗한나라우","12190","-10","-0.08","12200","12200","12100","54","659050","4463490400","366160"
"001260","남광토건","9200","0","0.00","9230","9320","9150","20225","187124365","90459662400","9832572"
"008350","남선알미늄","1256","12","0.96","1244","1259","1242","617911","774615960","162123337040","129079090"
"008355","남선알미우","13160","-150","-1.13","13420","13420","13050","426","5594790","4051832400","307890"
"004270","남성","1110","2","0.18","1120","1125","1106","26728","29825327","40195497600","36212160"
"003920","남양유업","66600","200","0.30","67200","67200","66100","7033","467023450","408347643600","6131346"
"003925","남양유업우","44300","300","0.68","44000","44750","44000","3027","134385100","88600000000","2000000"
"025860","남해화학","7830","50","0.64","7830","7910","7780","116258","911550270","388985340690","49678843"
"005720","넥센","7200","-100","-1.37","7230","7460","7100","68846","496397195","385516634400","53543977"
"005725","넥센우","4790","65","1.38","4800","4820","4775","4332","20795675","17246874000","3600600"
"002350","넥센타이어","6430","0","0.00","6390","6460","6330","89298","571024655","628004449110","97667877"
"002355","넥센타이어1우B","3545","15","0.42","3530","3565","3530","27761","98396665","23042500000","6500000"
"092790","넥스틸","14860","110","0.75","14930","15030","14680","303431","4505063090","386389720000","26002000"
"251270","넷마블","61700","-300","-0.48","61500","63000","61000","277626","17185346650","5303331073400","85953502"
"090350","노루페인트","9380","-100","-1.05","9480","9490","9350","58457","548917250","187600000000","20000000"
"090355","노루페인트우","15460","210","1.38","15490","15490","15250","566","8688620","7159927960","463126"
"000320","노루홀딩스","24900","-1000","-3.86","25850","25850","24600","96894","2419478825","330949659900","13291151"
"000325","노루홀딩스우","36300","1250","3.57","35500","36350","35500","4392","158778850","8841191700","243559"
"006280","녹십자","132900","-1800","-1.34","134800","135400","132300","38552","5142511800","1553140900200","11686538"
"005250","녹십자홀딩스","16730","-60","-0.36","16700","16890","16500","56250","939953310","786781953300","47028210"
"005257","녹십자홀딩스2우","36100","-900","-2.43","35000","36750","35000","5749","204936650","30540239000","845990"
"004370","농심","400500","1000","0.25","400000","403000","397500","16285","6510238250","2436098121000","6082642"
"072710","농심홀딩스","87900","-800","-0.90","88800","89200","87100","9971","875064900","407661741000","4637790"
"058730","다스코","3125","105","3.48","3045","3415","3010","1998566","6448943557","58740440625","18796941"
"030210","다올투자증권","4150","255","6.55","3940","4250","3895","1562139","6426880527","252781089900","60911106"
"023590","다우기술","41550","300","0.73","41850","42350","40850","126907","5274209900","1864207936350","44866617"
"145210","다이나믹디자인","905","-15","-1.63","921","923","897","79399","72021008","32557170470","35974774"
"483650","달바글로벌","230000","1500","0.66","225500","232500","221500","212388","48391055750","2783267950000","12101165"
"019680","대교","2540","0","0.00","2535","2570","2490","31335","78706790","215145239000","84702850"
"019685","대교우B","1340","3","0.22","1334","1340","1331","4131","5511538","26032166600","19426990"
"006370","대구백화점","6700","100","1.52","6600","6810","6540","36416","243921150","72504793700","10821611"
"008060","대덕","8440","50","0.60","8420","8480","8370","106291","896941585","286032866000","33890150"
"00806K","대덕1우","9610","110","1.16","9620","9620","9350","3845","36465620","11650750770","1212357"
"353200","대덕전자","17650","-260","-1.45","17930","18090","17640","273745","4867075165","872208726250","49416925"
"35320K","대덕전자1우","8300","-10","-0.12","8300","8300","8210","7798","64238130","17392807700","2095519"
"000490","대동","10460","10","0.10","10480","10550","10360","73968","773267100","276067202680","26392658"
"008110","대동전자","15040","0","0.00","0","0","0","0","0","157776322880","10490447"
"005750","대림바스","4605","25","0.55","4580","4650","4540","21789","99795700","76775665200","16672240"
"006570","대림통상","2815","40","1.44","2800","2840","2740","19899","55185110","42858375000","15225000"
"001680","대상","23600","-250","-1.05","23800","23950","23450","128041","3020806600","817693390000","34648025"
"001685","대상우","17700","-100","-0.56","17800","18020","17630","13740","244528065","24252947100","1370223"
"084690","대상홀딩스","11150","-100","-0.89","11280","11280","11060","153964","1713806540","403769798700","36212538"
"084695","대상홀딩스우","15620","-80","-0.51","15750","15790","15530","6500","101269640","14268588840","913482"
"128820","대성산업","5930","230","4.04","5700","6100","5640","1205985","7136851265","268246384540","45235478"
"117580","대성에너지","8840","150","1.73","8690","8870","8650","160497","1406169815","243100000000","27500000"
"016710","대성홀딩스","11060","180","1.65","10880","11210","10700","135501","1494281110","177949416540","16089459"
"0030R0","대신밸류리츠","4515","-5","-0.11","4495","4550","4355","1260801","5615816169","269906700000","59780000"
"003540","대신증권","31250","1300","4.34","30200","31500","29900","817219","25286968050","1586668750000","50773400"
"003547","대신증권2우B","21000","0","0.00","21300","21300","20900","40687","858580100","210000000000","10000000"
"003545","대신증권우","22800","0","0.00","23100","23100","22550","90810","2071606950","592800000000","26000000"
"009190","대양금속","1637","10","0.61","1628","1660","1620","189834","310428310","70706327125","43192625"
"014160","대영포장","1253","12","0.97","1243","1253","1236","1146806","1429239027","135818369897","108394549"
"047040","대우건설","4095","-60","-1.44","4160","4190","4075","1321996","5434622331","1701974702610","415622638"
"003090","대웅","27450","-450","-1.61","28800","28850","27300","272041","7621691975","1595997351000","58141980"
"069620","대웅제약","161500","-1000","-0.62","162700","163900","160100","30713","4951781850","1871231862500","11586575"
"000430","대원강업","3840","80","2.13","3765","3860","3760","166264","636338794","238080000000","62000000"
"006340","대원전선","3035","-10","-0.33","3050","3070","3030","693376","2110185727","227561796125","74979175"
"006345","대원전선우","4060","0","0.00","4045","4100","3995","20294","82064868","10642072000","2621200"
"003220","대원제약","13370","40","0.30","13330","13420","13310","17457","233253165","299856784710","22427583"
"024890","대원화성","905","4","0.44","906","906","900","28288","25547024","37330482560","41249152"
"002880","대유에이텍","1169","46","4.10","1132","1335","1117","1240815","1549749744","54643759380","46744020"
"012800","대창","1437","-2","-0.14","1440","1458","1433","1334910","1927444859","130968897063","91140499"
"015230","대창단조","5910","40","0.68","5870","5930","5850","100581","592409350","168861879300","28572230"
"001070","대한방직","7400","220","3.06","7230","7560","7200","84599","624038185","39220000000","5300000"
"006650","대한유화","104200","6200","6.33","98200","106000","98200","77253","8040530050","677300000000","6500000"
"001440","대한전선","15910","-140","-0.87","16190","16210","15910","697585","11156447210","2966376543000","186447300"
"084010","대한제강","18750","490","2.68","18260","18750","18090","37112","687697465","439019943750","23414397"
